Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
QEG03773,2019-08-25T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2019,replicase polyprotein 1ab [Human coronavirus OC43]
QEG03746,2019-08-25T00:00:00Z,Human coronavirus NL63,6724,USA,Homo sapiens,,2019,replicase polyprotein 1ab [Human coronavirus NL63]
QEG03753,2019-08-25T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2019,replicase polyprotein 1ab [Human coronavirus OC43]
QEG03763,2019-08-25T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2019,replicase polyprotein 1ab [Human coronavirus OC43]
QEE80058,2019-08-24T00:00:00Z,Porcine epidemic diarrhea virus,6795,China,Sus scrofa,,2016-01-31,polyprotein [Porcine epidemic diarrhea virus]
QEE80064,2019-08-24T00:00:00Z,Porcine epidemic diarrhea virus,6795,China,Sus scrofa,,2016-02-23,polyprotein [Porcine epidemic diarrhea virus]
QEE80070,2019-08-24T00:00:00Z,Porcine epidemic diarrhea virus,6795,China,Sus scrofa,,2016-06-16,polyprotein [Porcine epidemic diarrhea virus]
QED88017,2019-08-20T00:00:00Z,Human coronavirus NL63,6729,China,Homo sapiens,oronasopharynx,2018-07-13,orf1ab polyprotein [Human coronavirus NL63]
QED88010,2019-08-20T00:00:00Z,Human coronavirus NL63,6729,China,Homo sapiens,oronasopharynx,2018-08-15,orf1ab polyprotein [Human coronavirus NL63]
QED88024,2019-08-20T00:00:00Z,Human coronavirus NL63,6730,China,Homo sapiens,oronasopharynx,2018-08-14,orf1ab polyprotein [Human coronavirus NL63]
QED88038,2019-08-20T00:00:00Z,Human coronavirus NL63,6724,China,Homo sapiens,oronasopharynx,2018-07-25,orf1ab polyprotein [Human coronavirus NL63]
QED88031,2019-08-20T00:00:00Z,Human coronavirus NL63,6724,China,Homo sapiens,oronasopharynx,2018-09-01,orf1ab polyprotein [Human coronavirus NL63]
QED58400,2019-08-19T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2017-04-18,polyprotein [Porcine epidemic diarrhea virus]
QED40666,2019-08-18T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2016-09,polyprotein [Porcine epidemic diarrhea virus]
QED40660,2019-08-18T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2016-10,polyprotein [Porcine epidemic diarrhea virus]
QDZ36673,2019-08-12T00:00:00Z,Porcine epidemic diarrhea virus,6778,South Korea,Sus scrofa,,2018-11,polyprotein [Porcine epidemic diarrhea virus]
QDZ36667,2019-08-12T00:00:00Z,Porcine epidemic diarrhea virus,6778,South Korea,Sus scrofa,,2018-11,polyprotein [Porcine epidemic diarrhea virus]
QDY92480,2019-08-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2014,polyprotein [Porcine epidemic diarrhea virus]
QDY92486,2019-08-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018,polyprotein [Porcine epidemic diarrhea virus]
QDY92474,2019-08-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2014,polyprotein [Porcine epidemic diarrhea virus]
QAY31030,2019-08-01T00:00:00Z,Porcine epidemic diarrhea virus,6781,Hungary,Sus scrofa,,2018-03-20,replicase polyprotein [Porcine epidemic diarrhea virus]
QDQ69210,2019-07-31T00:00:00Z,Avian coronavirus,6632,Poland,Gallus gallus,,2017-07-07,polyprotein 1ab [Infectious bronchitis virus]
QDQ69132,2019-07-31T00:00:00Z,Avian coronavirus,6628,Poland,Gallus gallus,,1989-06-08,polyprotein 1ab [Infectious bronchitis virus]
QDQ69158,2019-07-31T00:00:00Z,Avian coronavirus,6625,Poland,Gallus gallus,,1997-09,polyprotein 1ab [Infectious bronchitis virus]
QDQ69106,2019-07-31T00:00:00Z,Avian coronavirus,6623,Poland,Gallus gallus,,1989-06-08,polyprotein 1ab [Infectious bronchitis virus]
QDQ69119,2019-07-31T00:00:00Z,Avian coronavirus,6623,Poland,Gallus gallus,,1989-06-08,polyprotein 1ab [Infectious bronchitis virus]
QDQ69145,2019-07-31T00:00:00Z,Avian coronavirus,6627,Poland,Gallus gallus,,1997-07,polyprotein 1ab [Infectious bronchitis virus]
QDQ69171,2019-07-31T00:00:00Z,Avian coronavirus,6628,Poland,Gallus gallus,,2004-09-23,polyprotein 1ab [Infectious bronchitis virus]
QDQ69197,2019-07-31T00:00:00Z,Avian coronavirus,6633,Poland,Gallus gallus,,2016-04-07,polyprotein 1ab [Infectious bronchitis virus]
QDP16215,2019-07-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,,2019-03-28,1AB polyprotein [Middle East respiratory syndrome-related coronavirus]
QDP14517,2019-07-27T00:00:00Z,Coronavirus HKU15,6265,China,Sus scrofa,abdominal cavity,2018-01,polyprotein 1ab [Porcine deltacoronavirus]
QDP14510,2019-07-27T00:00:00Z,Coronavirus HKU15,6265,China,Sus scrofa,feces,2017-02,polyprotein 1ab [Porcine deltacoronavirus]
QDP16204,2019-07-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,,2019-03-27,1AB polyprotein [Middle East respiratory syndrome-related coronavirus]
QDM36985,2019-07-21T00:00:00Z,Alphacoronavirus 1,6687,China: Changsha,Felis catus,,2018-04,polyprotein 1ab [Feline coronavirus]
QDH76186,2019-07-08T00:00:00Z,Coronavirus HKU15,6265,China: Sichuan,Sus scrofa,feces,2016-02-20,polyprotein 1ab [Porcine deltacoronavirus]
QDH76194,2019-07-08T00:00:00Z,Coronavirus HKU15,6265,China: Sichuan,Sus scrofa,feces,2017-06,polyprotein 1ab [Porcine deltacoronavirus]
QDI73607,2019-07-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Egypt,Camelus dromedarius,,2013,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QDH43722,2019-07-07T00:00:00Z,Betacoronavirus 1,7095,Kenya,Homo sapiens,oronasopharynx,2018-01-18,replicase polyprotein [Human coronavirus OC43]
QDF43809,2019-06-30T00:00:00Z,Coronavirus BtRs-AlphaCoV/YN2018,6712,China,Cynopterus sphinx,,2017-05,ORF1ab [Coronavirus BtRs-AlphaCoV/YN2018]
QDF43799,2019-06-30T00:00:00Z,Coronavirus BtSk-AlphaCoV/GX2018C,6793,China,Scotophilus kuhlii,,2017-05,ORF1ab [Coronavirus BtSk-AlphaCoV/GX2018C]
QDF43834,2019-06-30T00:00:00Z,Coronavirus BtRs-BetaCoV/YN2018D,7073,China,Rhinolophus affinis,,2016-09,ORF1ab [Coronavirus BtRs-BetaCoV/YN2018D]
QDF43839,2019-06-30T00:00:00Z,Coronavirus BtRt-BetaCoV/GX2018,6935,China,Rhinolophus affinis,,2016-09,ORF1ab [Coronavirus BtRt-BetaCoV/GX2018]
QDF43819,2019-06-30T00:00:00Z,Coronavirus BtRs-BetaCoV/YN2018A,6984,China,Rhinolophus affinis,,2016-09,ORF1ab [Coronavirus BtRs-BetaCoV/YN2018A]
QDF43789,2019-06-30T00:00:00Z,Coronavirus BtSk-AlphaCoV/GX2018A,6793,China,Scotophilus kuhlii,,2017-05,ORF1ab [Coronavirus BtSk-AlphaCoV/GX2018A]
QDF21517,2019-06-30T00:00:00Z,Coronavirus HKU15,6266,China,Sus scrofa,abdominal cavity,2017-12-24,replicase polyprotein [Porcine deltacoronavirus]
QDF43794,2019-06-30T00:00:00Z,Coronavirus BtSk-AlphaCoV/GX2018B,6793,China,Scotophilus kuhlii,,2017-05,ORF1ab [Coronavirus BtSk-AlphaCoV/GX2018B]
QDF43824,2019-06-30T00:00:00Z,Coronavirus BtRs-BetaCoV/YN2018B,7073,China,Rhinolophus affinis,,2016-09,ORF1ab [Coronavirus BtRs-BetaCoV/YN2018B]
QDF43829,2019-06-30T00:00:00Z,Coronavirus BtRs-BetaCoV/YN2018C,7073,China,Rhinolophus affinis,,2016-09,ORF1ab [Coronavirus BtRs-BetaCoV/YN2018C]
QDF43804,2019-06-30T00:00:00Z,Coronavirus BtSk-AlphaCoV/GX2018D,6795,China,Scotophilus kuhlii,,2017-05,ORF1ab [Coronavirus BtSk-AlphaCoV/GX2018D]
QDF43814,2019-06-30T00:00:00Z,Coronavirus BtRl-BetaCoV/SC2018,7062,China,Rhinolophus,,2016-08,ORF1ab [Coronavirus BtRl-BetaCoV/SC2018]
QDA76218,2019-06-18T00:00:00Z,Avian coronavirus,6631,China,Gallus,,2017,ORF1ab [Infectious bronchitis virus]
QDA76227,2019-06-18T00:00:00Z,Avian coronavirus,6633,China,Gallus,,2017,ORF1ab [Infectious bronchitis virus]
QDA76281,2019-06-18T00:00:00Z,Avian coronavirus,6630,China,Gallus,,2011,ORF1ab [Infectious bronchitis virus]
QDA76308,2019-06-18T00:00:00Z,Avian coronavirus,6631,China,Gallus,,,ORF1ab [Infectious bronchitis virus]
QDA76317,2019-06-18T00:00:00Z,Avian coronavirus,6611,China,Gallus,,,ORF1ab [Infectious bronchitis virus]
QDA76326,2019-06-18T00:00:00Z,Avian coronavirus,6625,China,Gallus,,2013,ORF1ab [Infectious bronchitis virus]
QDA76272,2019-06-18T00:00:00Z,Avian coronavirus,6630,China,Gallus,,2011,ORF1ab [Infectious bronchitis virus]
QDA76299,2019-06-18T00:00:00Z,Avian coronavirus,6611,China,Gallus,,2017,ORF1ab [Infectious bronchitis virus]
QDA76263,2019-06-18T00:00:00Z,Avian coronavirus,6630,China,Phasianinae,,2017,ORF1ab [Pheasant coronavirus]
QDA76290,2019-06-18T00:00:00Z,Avian coronavirus,6629,China,Gallus,,2016,ORF1ab [Infectious bronchitis virus]
QDA76254,2019-06-18T00:00:00Z,Avian coronavirus,6630,China,Phasianinae,,2017,ORF1ab [Pheasant coronavirus]
QDA76245,2019-06-18T00:00:00Z,Avian coronavirus,6619,China,Gallus,,2016,ORF1ab [Infectious bronchitis virus]
QDA76335,2019-06-18T00:00:00Z,Avian coronavirus,6611,China,Gallus,,2014,ORF1ab [Infectious bronchitis virus]
QDA76236,2019-06-18T00:00:00Z,Avian coronavirus,6631,China,Gallus,,2016,ORF1ab [Infectious bronchitis virus]
QCX35177,2019-06-10T00:00:00Z,Rhinolophus bat coronavirus HKU32,6712,Hong Kong,Rhinolophus sinicus,feces,2015-08-06,orf1ab polyprotein [Rhinolophus bat coronavirus HKU32]
QCX35166,2019-06-10T00:00:00Z,Rhinolophus bat coronavirus HKU32,6712,Hong Kong,Rhinolophus sinicus,feces,2015-08-06,orf1ab polyprotein [Rhinolophus bat coronavirus HKU32]
QCX35159,2019-06-10T00:00:00Z,Tylonycteris bat coronavirus HKU33,6591,China,Tylonycteris robustula,feces,2015-09-09,orf1ab polyprotein [Tylonycteris bat coronavirus HKU33]
QCX19618,2019-06-09T00:00:00Z,Avian coronavirus,6630,USA,Gallus gallus,,2019-01-10,polyprotein 1ab [Infectious bronchitis virus]
QCW07220,2019-06-04T00:00:00Z,Porcine epidemic diarrhea virus,6773,China,Sus scrofa,,2018-03,polyprotein ORF1ab [Porcine epidemic diarrhea virus]
QCT24236,2019-05-28T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2016,ORF1a polyprotein [Porcine epidemic diarrhea virus]
QCS40648,2019-05-27T00:00:00Z,Avian coronavirus,6611,,,,,replicase [Avian coronavirus]
QCQ29073,2019-05-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,,2015-05-20,orf1ab [Middle East respiratory syndrome-related coronavirus]
QCO95421,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-01-19,polyprotein [Porcine epidemic diarrhea virus]
QCO95403,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-04-18,polyprotein [Porcine epidemic diarrhea virus]
QCO95397,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea: Seoul,Sus scrofa,,2018-02-07,polyprotein [Porcine epidemic diarrhea virus]
QCO95415,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2017-02-21,polyprotein [Porcine epidemic diarrhea virus]
QCO95409,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-04-19,polyprotein [Porcine epidemic diarrhea virus]
QCO95427,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-02-06,polyprotein [Porcine epidemic diarrhea virus]
QCO95391,2019-05-15T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea: Seoul,Sus scrofa,,2018-02-06,polyprotein [Porcine epidemic diarrhea virus]
QCO76962,2019-05-14T00:00:00Z,Coronavirus HKU15,6265,China,Sus scrofa,abdominal cavity,2018-03,replicase polyprotein [Porcine deltacoronavirus]
QCL09020,2019-05-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2013-01-02,polyprotein [Porcine epidemic diarrhea virus]
QCI31478,2019-05-07T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014-07-15,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QCI31467,2019-05-07T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014-07-15,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QCE31531,2019-04-28T00:00:00Z,Avian coronavirus,6631,United Kingdom,Gallus gallus,,2012-02,polyprotein 1ab [Infectious bronchitis virus]
QCC20711,2019-04-22T00:00:00Z,Hedgehog coronavirus 1,7156,United Kingdom,Erinaceus europaeus,,2014,orf1ab [Hedgehog coronavirus 1]
QCB65299,2019-04-21T00:00:00Z,Porcine epidemic diarrhea virus,6781,China: Hebei,Sus scrofa,,2018-06-24,polyprotein 1ab [Porcine epidemic diarrhea virus]
QCB65305,2019-04-21T00:00:00Z,Porcine epidemic diarrhea virus,6781,China: Hebei,Sus scrofa,,2018-08-06,polyprotein 1ab [Porcine epidemic diarrhea virus]
QCB65096,2019-04-21T00:00:00Z,Canada goose coronavirus,6510,Canada,Branta canadensis,feces,2017-08,polyprotein 1ab [Canada goose coronavirus]
QBR98156,2019-04-07T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2018-03-09,polyprotein [Porcine epidemic diarrhea virus]
QBP84710,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBP84728,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBP84737,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBP84719,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBP84746,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBQ01836,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBP84701,2019-03-30T00:00:00Z,Betacoronavirus 1,7095,,,,,polyprotein [Human coronavirus OC43]
QBO24674,2019-03-24T00:00:00Z,Porcine epidemic diarrhea virus,6780,South Korea,Sus scrofa,,2018-04,polyprotein [Porcine epidemic diarrhea virus]
QBO24662,2019-03-24T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-04,polyprotein [Porcine epidemic diarrhea virus]
QBO24668,2019-03-24T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-04,polyprotein [Porcine epidemic diarrhea virus]
QBO24656,2019-03-24T00:00:00Z,Porcine epidemic diarrhea virus,6778,South Korea,Sus scrofa,,2018-03,polyprotein [Porcine epidemic diarrhea virus]
QBM11735,2019-03-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Ethiopia,Camelus dromedarius,oronasopharynx,2017-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBM11746,2019-03-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Ethiopia,Camelus dromedarius,oronasopharynx,2017-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBM00060,2019-03-19T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2010-02,polyprotein [Porcine epidemic diarrhea virus]
AYO86697,2019-03-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-26,1AB polyprotein [Middle East respiratory syndrome-related coronavirus]
QBF80609,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-16,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80519,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-07-09,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80464,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-07,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80453,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-01,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80563,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-30,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80530,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-07-12,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80475,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-15,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80596,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-09-15,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80574,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-31,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80585,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7056,Saudi Arabia,Homo sapiens,oronasopharynx,2018-09-15,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80486,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-17,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80497,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-06-08,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80508,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-06-13,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80541,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-07-18,ORF1ab [Middle East respiratory syndrome-related coronavirus]
QBF80552,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-03,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AZK15898,2019-02-26T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,oronasopharynx,2018-10-20,ORF1ab polyprotein [Middle East respiratory syndrome-related coronavirus]
QBA57544,2019-02-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-03,polyprotein [Porcine epidemic diarrhea virus]
QBA57551,2019-02-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,South Korea,Sus scrofa,,2018-03,polyprotein [Porcine epidemic diarrhea virus]
QBA57557,2019-02-11T00:00:00Z,Porcine epidemic diarrhea virus,6774,South Korea,Sus scrofa,,2018-03,polyprotein [Porcine epidemic diarrhea virus]
AVI15018,2019-02-05T00:00:00Z,Betacoronavirus 1,7094,France,Bos taurus,oronasopharynx,2014,Orf1ab protein [Bovine coronavirus]
AVI15029,2019-02-05T00:00:00Z,Betacoronavirus 1,7094,France,Bos taurus,lung,2014,Orf1ab protein [Bovine coronavirus]
AVI15040,2019-02-05T00:00:00Z,Betacoronavirus 1,7094,France,Bos taurus,oronasopharynx,2014,Orf1ab protein [Bovine coronavirus]
AVI15051,2019-02-05T00:00:00Z,Betacoronavirus 1,7094,France,Bos taurus,lung,2014,Orf1ab protein [Bovine coronavirus]
AVI15007,2019-02-05T00:00:00Z,Betacoronavirus 1,7094,France,Bos taurus,lung,2014,Orf1ab protein [Bovine coronavirus]
AXN73424,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AXN73446,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-26,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AXN73435,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AXN73490,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,blood,2015-09-01,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AXN73457,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-26,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AXN73468,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-09-01,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AXN73479,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,oronasopharynx,2015-09-01,ORF1ab [Middle East respiratory syndrome-related coronavirus]
